id,exam_year_roc,exam_session,exam_code,paper_code,question_no,old,new,stem_preview
MOEX-111020-1301-Q061,111,第一次,111020,1301,61,解剖學,生理學,一位在跳跳繩的同學每分鐘的耗氧量為1.9 L，若其動脈血中的氧含量約為188 mL/L，而其靜脈血中的氧含量 約為134 mL/L，則其cardiac output約為多少L/min？
MOEX-111020-1301-Q062,111,第一次,111020,1301,62,解剖學,生理學,王大明車禍失血導致平均動脈壓（mean arterial pressure）下降，下列何者與此一現象之發生最不相關？
MOEX-111020-1301-Q063,111,第一次,111020,1301,63,解剖學,生理學,有關肺臟的氧氣擴散能力（diffusing capacity for oxygen），下列敘述何者正確？
MOEX-111020-1301-Q064,111,第一次,111020,1301,64,解剖學,生理學,相較於正常換氣（normal ventilation），過度換氣（hyperventilation）時可見：①肺泡內氧分壓（ ）顯著 上升 ②肺泡內二氧化碳分壓（ ）顯著下降 ③體動脈血中二氧化碳總含量（total content of C
MOEX-111020-1301-Q065,111,第一次,111020,1301,65,解剖學,生理學,刺激下列何者，對於促進胃酸生成的效果最低？
MOEX-111020-1301-Q078,111,第一次,111020,1301,78,解剖學,生物化學,下列何種激素－受體相互作用後，受體會由單體（monomer）形成雙聚體（dimer）？
MOEX-111020-1301-Q079,111,第一次,111020,1301,79,解剖學,生物化學,庫欣氏症（Cushing syndrome）是一種腎上腺皮質類固醇分泌過多的疾病，下列敘述何者錯誤？
MOEX-111020-1301-Q081,111,第一次,111020,1301,81,解剖學,生物化學,"下列那個雙股去氧核糖核酸的物理性質可被用來測定其融化溫度（melting temperature, T ）？ m"
MOEX-111020-1301-Q097,111,第一次,111020,1301,97,解剖學,生物化學,下列對於膽酸（bile acids）的敘述，何者錯誤？
MOEX-111100-1301-Q048,111,第二次,111100,1301,48,解剖學,生理學,下列何者最不可能造成視野缺失（scotoma）？
MOEX-111100-1301-Q050,111,第二次,111100,1301,50,解剖學,生理學,Enteric nervous system應視為自主神經的一支，其和消化道運動控制較相關的次系統是下列何項？
MOEX-111100-1301-Q051,111,第二次,111100,1301,51,解剖學,生理學,下列有關腦電圖（EEG）的敘述，何者最不適當？
MOEX-111100-1301-Q058,111,第二次,111100,1301,58,解剖學,生理學,有關主動脈瓣之關閉（aortic valve closure）的敘述，下列何者錯誤？
MOEX-111100-1301-Q060,111,第二次,111100,1301,60,解剖學,生理學,某受試者，其氧氣消耗量為每分鐘600毫升（mL/min），肺動脈血氧濃度為每公升140毫升，肱動脈（brachial artery）血氧濃度為每公升200毫升，則此受試者的心輸出量（cardiac output）為多少L/min？
MOEX-111100-1301-Q061,111,第二次,111100,1301,61,解剖學,生理學,健康者站立，在其肺容量等於功能肺餘容量（functional residual capacity）時開始吸氣（inspiration），此時吸 入的氣體最容易進入下列何區域的肺泡（alveolus）？
MOEX-111100-1301-Q063,111,第二次,111100,1301,63,解剖學,生理學,下列關於胃泌素（gastrin）的敘述，何者正確？
MOEX-111100-1301-Q077,111,第二次,111100,1301,77,解剖學,生物化學,Pyridoxal phosphate與aspartate aminotransferase活性中心的某胺基酸形成Schiff base來催化oxaloacetate形成 aspartate，此胺基酸是下列何者？
MOEX-112100-1301-Q048,112,第二次,112100,1301,48,解剖學,生理學,有關視網膜的敘述，下列何者最不適當？
MOEX-112100-1301-Q049,112,第二次,112100,1301,49,解剖學,生理學,已知 corticospinal tract、corticobulbar tract、rubrospinal tract 下行的刺激訊息多匯集於四肢的縮肌（flexor muscle） 群，使之收縮；而 pontine reticulosp
MOEX-112100-1301-Q051,112,第二次,112100,1301,51,解剖學,生理學,兔子僅以左眼多次學習 light flickering 和 shock 前後依序出現的制約，並以瞬膜在 light flickering 出現後隨即迅 速關閉來表現該制約的學習記憶成果。學習結束後發現左右眼瞬膜皆能因應 light flic
MOEX-112100-1301-Q053,112,第二次,112100,1301,53,解剖學,生理學,下列有關血清素（serotonin）的敘述，何者正確？
MOEX-112100-1301-Q058,112,第二次,112100,1301,58,解剖學,生理學,下列那一個現象不會發生在正常的心臟收縮期中？
MOEX-112100-1301-Q078,112,第二次,112100,1301,78,解剖學,生物化學,在肌肉、肝臟與腎臟之間胺基（amino group）的運送，主要藉由下列那一組胺基酸作為胺基的攜帶者 （carriers）？
MOEX-112100-1301-Q082,112,第二次,112100,1301,82,解剖學,生物化學,"遺傳性非息肉症大腸直腸癌（hereditary nonpolyposis colon cancer, HNPCC）病患，主要是在何種 DNA 修復功能 上產生缺失？"
MOEX-113020-1301-Q049,113,第一次,113020,1301,49,解剖學,生理學,自主神經系統的節前神經元細胞本體除位於一些腦神經的運動神經核外，也會存在脊髓的下列何處？
MOEX-113020-1301-Q050,113,第一次,113020,1301,50,解剖學,生理學,下列何項反應，交感神經和副交感神經的作用通常是較為一致的？
MOEX-113020-1301-Q051,113,第一次,113020,1301,51,解剖學,生理學,大腦皮質接收感官傳入的刺激訊息，並將這些訊息再傳出至其他特定的大腦皮質或神經核做進一步的處理。 因此，大腦皮質傳出訊息的神經元通常是大型的錐體神經元（pyramidal neuron，又稱Betz cell），且其 樹突分布深廣，軸突包覆有
MOEX-113020-1301-Q056,113,第一次,113020,1301,56,解剖學,生理學,興奮dynamic γ-motor neuron時，其所支配之骨骼肌會產生何種變化？
MOEX-113020-1301-Q058,113,第一次,113020,1301,58,解剖學,生理學,對正常的心臟週期而言，在第一心音與第二心音之間，會發生下列何項生理變化？
MOEX-113020-1301-Q059,113,第一次,113020,1301,59,解剖學,生理學,下列何種情況最有可能增加心輸出量（cardiac output）？
MOEX-113020-1301-Q061,113,第一次,113020,1301,61,解剖學,生理學,下列那一因子最可能引起冠狀動脈（coronary artery）血管收縮？
MOEX-113020-1301-Q062,113,第一次,113020,1301,62,解剖學,生理學,某健康者在海平面呼吸一般空氣，正常情況下，比較各處氧分壓（ ）的大小關係，下列排序何者正確？ ①吸入的氣體（inspired air，在鼻腔中測量） ②肺泡內氣體（alveolar air） ③呼出的氣體 （expired air，在鼻腔
MOEX-113020-1301-Q063,113,第一次,113020,1301,63,解剖學,生理學,已知某藥物會抑制碳酸酐酶（carbonic anhydrase），但是無法穿透血腦障壁（blood-brain barrier）。 實驗中，大白鼠分為兩組，控制組未曾經過藥物處理，實驗組則事先接受該藥物注射進入體動脈（systemic ar
MOEX-113020-1301-Q065,113,第一次,113020,1301,65,解剖學,生理學,對於腸細胞（enterocyte）吸收的糖類物質與方式的敘述，下列何者最正確？
MOEX-113090-1301-Q048,113,第二次,113090,1301,48,自律神經解剖,生理學,Horner syndrome的病人分布於臉面的交感神經受損，最不可能出現下列何項特徵？
MOEX-113090-1301-Q053,113,第二次,113090,1301,53,解剖學,生理學,下列何種部位的損傷，最可能導致患者兩眼左視野消失？
MOEX-113090-1301-Q057,113,第二次,113090,1301,57,解剖學,生理學,急診來了一位患者，半年前他曾經進行健康檢查，檢查人員抽取 1 mL的血液，經離心後測量血漿 （plasma）體積為 0.6 mL，並告訴他正常。今日他因身體不適來到急診室，再次進行血液檢查後，醫生告 訴患者出現貧血現象。下列那一個數值，最可
MOEX-113090-1301-Q058,113,第二次,113090,1301,58,解剖學,生理學,心臟組織的傳導速度由快到慢的排列，下列何者正確？
MOEX-113090-1301-Q059,113,第二次,113090,1301,59,解剖學,生理學,下列有關淋巴系統運作，何者最不易發生？
MOEX-113090-1301-Q061,113,第二次,113090,1301,61,解剖學,生理學,吸氣時有時會延長主動脈和肺動脈瓣膜關閉差距的時間，這會造成那一心音分裂（splitting）？
MOEX-113090-1301-Q062,113,第二次,113090,1301,62,解剖學,生理學,"在整個呼吸循環（respiratory cycle）中，肺泡內壓（alveolar pressure, P ）於何時達到最高點？ alv"
MOEX-113090-1301-Q063,113,第二次,113090,1301,63,解剖學,生理學,相較於健康者，肺氣腫（emphysema）的病患有下列那些特徵？①呼吸道阻力（airway resistance）增 加 ②肺臟順應性（lung compliance）減少 ③生理無效腔（physiological dead space）
MOEX-113090-1301-Q065,113,第二次,113090,1301,65,解剖學,生理學,關於不帶有spike potentials的腸道慢波（slow waves）的敘述，下列何者最適當？
MOEX-113090-1301-Q067,113,第二次,113090,1301,67,解剖學,生理學,"若受試者的腎血流量（renal blood flow）為1,250 mL/min，血比容（hematocrit）為50%，腎絲球過濾率 （glomerular filtration rate）125 mL/min，則其腎臟之過濾分數（fil"
MOEX-114020-1301-Q047,114,第一次,114020,1301,47,解剖學,生理學,下 列有關人類嗅覺功能之敘述，何者最恰當？
MOEX-114020-1301-Q048,114,第一次,114020,1301,48,解剖學,生理學,下 列那一個腦區，在維持晝夜節律（circadian rhythm）方面，比其他三個腦區扮演更為重要的角色？
MOEX-114020-1301-Q050,114,第一次,114020,1301,50,解剖學,生理學,下 列有關眼睛的光學現象，何者最不適當？
MOEX-114020-1301-Q051,114,第一次,114020,1301,51,解剖學,生理學,在 腦電圖記錄中，K 複合波最常出現在不同睡眠階段的那一期？
MOEX-114020-1301-Q052,114,第一次,114020,1301,52,解剖學,生理學,自 celiac ganglion 出發的交感神經節後神經，最不可能影響下列何種器官之生理功能？
MOEX-114020-1301-Q058,114,第一次,114020,1301,58,解剖學,生理學,對 於正常左心與右心的比較，下列敘述何者最不適當？
MOEX-114020-1301-Q060,114,第一次,114020,1301,60,解剖學,生理學,正 常生理情況下，下列有關冠狀動脈（coronary artery）血流增加的時機與其原因的說明，何者正確？
MOEX-114020-1301-Q062,114,第一次,114020,1301,62,解剖學,生理學,下 列何種刺激最可能會造成支氣管收縮（bronchoconstriction）？
MOEX-114020-1301-Q064,114,第一次,114020,1301,64,解剖學,生理學,下 列何種脂肪酶（lipase）需要膽汁幫助其消化作用？
MOEX-114020-1301-Q067,114,第一次,114020,1301,67,解剖學,生理學,與 近髓質腎元（juxtamedullary nephron）相比較，皮質腎元（cortical nephron）最常缺少下列那一部 分？
MOEX-114090-1301-Q049,114,第二次,114090,1301,49,神經解剖,生理學,某 一病人罹患中風後講話流利，但卻出現閱讀上的困難，下列何者最有可能是發生病變的位置？
MOEX-114090-1301-Q050,114,第二次,114090,1301,50,解剖學,生理學,下 列那個腦區和恐懼情緒最直接相關？
MOEX-114090-1301-Q051,114,第二次,114090,1301,51,解剖學,生理學,下 列有關自主神經系統的敘述，何者最不適當？
MOEX-114090-1301-Q053,114,第二次,114090,1301,53,解剖學／生理學,生理學,人 在移動時能感受到垂直加速，最主要是下列那一個構造之功能？
MOEX-114090-1301-Q054,114,第二次,114090,1301,54,解剖學,生理學,在 副交感神經系統興奮的情況下，下列何者有關眼球之變化最不可能發生？
MOEX-114090-1301-Q059,114,第二次,114090,1301,59,解剖學,生理學,記 錄心肌細胞的動作電位時，在去極化與平原期之間有一段快速而短暫的再極化期（initial rapid repolarization），下列何者是它產生的主要機制？
MOEX-114090-1301-Q061,114,第二次,114090,1301,61,解剖學,生理學,下 列血壓、心跳之變化，何者最易發生於顱內壓上升的病人？
MOEX-114090-1301-Q062,114,第二次,114090,1301,62,解剖學,生理學,一 位成年女子，其體動脈血中氧氣濃度 200 mL/L，全身氧氣消耗速率（oxygen consumption rate）為 250 mL/min。已知她的心輸出量（cardiac output）為 5 L/min，血紅素濃度 16 g/d
MOEX-114090-1301-Q068,114,第二次,114090,1301,68,解剖學,生理學,下 列有關胰島素的調控和生理作用的敘述，何者最為適當？
MOEX-114090-1301-Q077,114,第二次,114090,1301,77,解剖學,生物化學,下 列那一種維生素需要膽汁幫助吸收？
MOEX-114090-1301-Q089,114,第二次,114090,1301,89,解剖學,生物化學,細 胞膜上包含甘油（glycerol）架構的複合性脂質為：
MOEX-115020-1301-Q050,115,第一次,115020,1301,50,解剖學,生理學,副交感神經系統活化會造成下列何種變化？
MOEX-115020-1301-Q052,115,第一次,115020,1301,52,解剖學,生理學,為控制癲癇的發作，某病人在成年時被切去兩側的海馬迴（hippocampus）。下列對他在手術後情況的描述， 何者最為可能？
MOEX-115020-1301-Q054,115,第一次,115020,1301,54,解剖學,生理學,1995 年日本奧姆真理教發動東京地鐵沙林（sarin）毒氣攻擊，造成多人死亡與輕重傷。症狀較輕的只有瞳 孔縮小，症狀嚴重還會出現呼吸困難、肌肉抽搐或胃腸道問題等症狀。根據這些症狀，沙林的作用機制最可 能是：
